72 2 0 3.8912 2.3347
73 1 0 3.113 3.113
74 2 0.77825 3.8912 3.113
75 2 0.77825 3.113 3.8912
76 2 0 3.8912 3.8912
77 1 0 3.113 4.6695
78 1 0.77825 3.8912 4.6695
79 2 0.77825 3.113 5.4477
80 1 0 3.8912 5.4477
81 1 0 3.113 6.226
82 2 0.77825 3.8912 6.226
83 2 0.77825 3.113 7.0042
84 1 0 3.8912 7.0042
85 1 0 3.113 7.7825
86 1 0.77825 3.8912 7.7825
87 2 0.77825 3.113 8.5607
88 1 0 3.8912 8.5607
89 2 0 3.113 9.339
90 2 0.77825 3.8912 9.339
91 2 0.77825 3.113 10.117
92 1 0 3.8912 10.117
93 1 0 3.113 10.895
94 1 0.77825 3.8912 10.895
95 1 0.77825 3.113 11.674
96 2 0 3.8912 11.674
97 1 0 4.6695 0
98 1 0.77825 5.4477 0
99 1 0.77825 4.6695 0.77825
100 2 0 5.4477 0.77825
101 2 0 4.6695 1.5565
102 1 0.77825 5.4477 1.5565
103 1 0.77825 4.6695 2.3347
104 1 0 5.4477 2.3347
105 2 0 4.6695 3.113
106 1 0.77825 5.4477 3.113
107 2 0.77825 4.6695 3.8912
108 1 0 5.4477 3.8912
109 1 0 4.6695 4.6695
110 1 0.77825 5.4477 4.6695
111 2 0.77825 4.6695 5.4477
112 1 0 5.4477 5.4477
113 2 0 4.6695 6.226
114 1 0.77825 5.4477 6.226
115 2 0.77825 4.6695 7.0042
116 2 0 5.4477 7.0042
117 1 0 4.6695 7.7825
118 1 0.77825 5.4477 7.7825
119 2 0.77825 4.6695 8.5607
120 2 0 5.4477 8.5607
121 2 0 4.6695 9.339
122 1 0.77825 5.4477 9.339
123 2 0.77825 4.6695 10.117
124 1 0 5.4477 10.117
125 2 0 4.6695 10.895
126 1 0.77825 5.4477 10.895
127 1 0.77825 4.6695 11.674
128 2 0 5.4477 11.674
129 2 0 6.226 0
130 1 0.77825 7.0042 0
131 1 0.77825 6.226 0.77825
132 2 0 7.0042 0.77825
133 1 0 6.226 1.5565
134 2 0.77825 7.0042 1.5565
135 2 0.77825 6.226 2.3347
136 2 0 7.0042 2.3347
137 2 0 6.226 3.113
138 2 0.77825 7.0042 3.113
139 1 0.77825 6.226 3.8912
140 2 0 7.0042 3.8912
141 1 0 6.226 4.6695
142 1 0.77825 7.0042 4.6695
143 2 0.77825 6.226 5.4477
144 2 0 7.0042 5.4477
145 1 0 6.226 6.226
146 2 0.77825 7.0042 6.226
147 2 0.77825 6.226 7.0042
148 1 0 7.0042 7.0042
149 2 0 6.226 7.7825
150 1 0.77825 7.0042 7.7825
151 1 0.77825 6.226 8.5607
152 2 0 7.0042 8.5607
153 2 0 6.226 9.339
154 1 0.77825 7.0042 9.339
155 1 0.77825 6.226 10.117
156 1 0 7.0042 10.117
157 1 0 6.226 10.895
158 1 0.77825 7.0042 10.895
159 1 0.77825 6.226 11.674
160 2 0 7.0042 11.674
161 2 0 7.7825 0
162 2 0.77825 8.5607 0
163 2 0.77825 7.7825 0.77825
164 1 0 8.5607 0.77825
165 2 0 7.7825 1.5565
166 1 0.77825 8.5607 1.5565
167 2 0.77825 7.7825 2.3347
168 2 0 8.5607 2.3347
169 1 0 7.7825 3.113
170 1 0.77825 8.5607 3.113
171 2 0.77825 7.7825 3.8912
172 1 0 8.5607 3.8912
173 1 0 7.7825 4.6695
174 2 0.77825 8.5607 4.6695
175 1 0.77825 7.7825 5.4477
176 1 0 8.5607 5.4477
177 1 0 7.7825 6.226
178 1 0.77825 8.5607 6.226
179 1 0.77825 7.7825 7.0042
180 2 0 8.5607 7.0042
181 1 0 7.7825 7.7825
182 1 0.77825 8.5607 7.7825
183 2 0.77825 7.7825 8.5607
184 1 0 8.5607 8.5607
185 1 0 7.7825 9.339
186 1 0.77825 8.5607 9.339
187 1 0.77825 7.7825 10.117
188 1 0 8.5607 10.117
189 1 0 7.7825 10.895
190 2 0.77825 8.5607 10.895
191 2 0.77825 7.7825 11.674
192 2 0 8.5607 11.674
193 1 0 9.339 0
194 1 0.77825 10.117 0
195 2 0.77825 9.339 0.77825
196 2 0 10.117 0.77825
197 1 0 9.339 1.5565
198 1 0.77825 10.117 1.5565
199 1 0.77825 9.339 2.3347
200 2 0 10.117 2.3347
201 2 0 9.339 3.113
202 2 0.77825 10.117 3.113
203 2 0.77825 9.339 3.8912
204 1 0 10.117 3.8912
205 1 0 9.339 4.6695
206 1 0.77825 10.117 4.6695
207 1 0.77825 9.339 5.4477
208 2 0 10.117 5.4477
209 2 0 9.339 6.226
210 2 0.77825 10.117 6.226
211 1 0.77825 9.339 7.0042
212 2 0 10.117 7.0042
213 1 0 9.339 7.7825
214 2 0.77825 10.117 7.7825
215 2 0.77825 9.339 8.5607
216 1 0 10.117 8.5607
217 1 0 9.339 9.339
218 2 0.77825 10.117 9.339
219 2 0.77825 9.339 10.117
220 1 0 10.117 10.117
221 2 0 9.339 10.895
222 2 0.77825 10.117 10.895
223 1 0.77825 9.339 11.674
224 2 0 10.117 11.674
225 1 0 10.895 0
226 1 0.77825 11.674 0
227 1 0.77825 10.895 0.77825
228 1 0 11.674 0.77825
229 1 0 10.895 1.5565
230 2 0.77825 11.674 1.5565
231 1 0.77825 10.895 2.3347
232 2 0 11.674 2.3347
233 2 0 10.895 3.113
234 1 0.77825 11.674 3.113
235 1 0.77825 10.895 3.8912
236 1 0 11.674 3.8912
237 1 0 10.895 4.6695
238 2 0.77825 11.674 4.6695
239 2 0.77825 10.895 5.4477
240 2 0 11.674 5.4477
241 2 0 10.895 6.226
242 1 0.77825 11.674 6.226
243 2 0.77825 10.895 7.0042
244 2 0 11.674 7.0042
245 2 0 10.895 7.7825
246 1 0.77825 11.674 7.7825
247 1 0.77825 10.895 8.5607
248 1 0 11.674 8.5607
249 1 0 10.895 9.339
250 1 0.77825 11.674 9.339
251 2 0.77825 10.895 10.117
252 1 0 11.674 10.117
253 2 0 10.895 10.895
254 1 0.77825 11.674 10.895
255 1 0.77825 10.895 11.674
256 2 0 11.674 11.674
257 1 1.5565 0 0
258 2 2.3347 0.77825 0
259 2 2.3347 0 0.77825
260 1 1.5565 0.77825 0.77825
261 1 1.5565 0 1.5565
262 2 2.3347 0.77825 1.5565
263 1 2.3347 0 2.3347
264 2 1.5565 0.77825 2.3347
265 2 1.5565 0 3.113
266 2 2.3347 0.77825 3.113
267 1 2.3347 0 3.8912
268 2 1.5565 0.77825 3.8912
269 2 1.5565 0 4.6695
270 2 2.3347 0.77825 4.6695
271 2 2.3347 0 5.4477
272 2 1.5565 0.77825 5.4477
273 1 1.5565 0 6.226
274 2 2.3347 0.77825 6.226
275 1 2.3347 0 7.0042
276 2 1.5565 0.77825 7.0042
277 2 1.5565 0 7.7825
278 2 2.3347 0.77825 7.7825
279 2 2.3347 0 8.5607
280 2 1.5565 0.77825 8.5607
281 1 1.5565 0 9.339
282 2 2.3347 0.77825 9.339
283 2 2.3347 0 10.117
284 2 1.5565 0.77825 10.117
285 2 1.5565 0 10.895
286 2 2.3347 0.77825 10.895
287 1 2.3347 0 11.674
288 2 1.5565 0.77825 11.674
289 2 1.5565 1.5565 0
290 1 2.3347 2.3347 0
291 2 2.3347 1.5565 0.77825
292 2 1.5565 2.3347 0.77825
293 2 1.5565 1.5565 1.5565
294 2 2.3347 2.3347 1.5565
295 1 2.3347 1.5565 2.3347
296 1 1.5565 2.3347 2.3347
297 2 1.5565 1.5565 3.113
298 2 2.3347 2.3347 3.113
299 1 2.3347 1.5565 3.8912
300 1 1.5565 2.3347 3.8912
301 2 1.5565 1.5565 4.6695
302 1 2.3347 2.3347 4.6695
303 1 2.3347 1.5565 5.4477
304 1 1.5565 2.3347 5.4477
305 1 1.5565 1.5565 6.226
306 2 2.3347 2.3347 6.226
307 2 2.3347 1.5565 7.0042
308 2 1.5565 2.3347 7.0042
309 1 1.5565 1.5565 7.7825
310 1 2.3347 2.3347 7.7825
311 1 2.3347 1.5565 8.5607
312 2 1.5565 2.3347 8.5607
313 2 1.5565 1.5565 9.339
314 1 2.3347 2.3347 9.339
315 2 2.3347 1.5565 10.117
316 1 1.5565 2.3347 10.117
317 2 1.5565 1.5565 10.895
318 2 2.3347 2.3347 10.895
319 2 2.3347 1.5565 11.674
320 1 1.5565 2.3347 11.674
321 1 1.5565 3.113 0
322 2 2.3347 3.8912 0
323 1 2.3347 3.113 0.77825
324 1 1.5565 3.8912 0.77825
325 2 1.5565 3.113 1.5565
326 1 2.3347 3.8912 1.5565
327 2 2.3347 3.113 2.3347
328 2 1.5565 3.8912 2.3347
329 1 1.5565 3.113 3.113
330 1 2.3347 3.8912 3.113
331 2 2.3347 3.113 3.8912
332 2 1.5565 3.8912 3.8912
333 1 1.5565 3.113 4.6695
334 1 2.3347 3.8912 4.6695
335 2 2.3347 3.113 5.4477
336 2 1.5565 3.8912 5.4477
337 2 1.5565 3.113 6.226
338 2 2.3347 3.8912 6.226
339 2 2.3347 3.113 7.0042
340 1 1.5565 3.8912 7.0042
341 1 1.5565 3.113 7.7825
342 2 2.3347 3.8912 7.7825
343 2 2.3347 3.113 8.5607
344 1 1.5565 3.8912 8.5607
345 2 1.5565 3.113 9.339
346 1 2.3347 3.8912 9.339
347 1 2.3347 3.113 10.117
348 1 1.5565 3.8912 10.117
349 1 1.5565 3.113 10.895
350 2 2.3347 3.8912 10.895
351 2 2.3347 3.113 11.674
352 1 1.5565 3.8912 11.674
353 2 1.5565 4.6695 0
354 1 2.3347 5.4477 0
355 2 2.3347 4.6695 0.77825
356 2 1.5565 5.4477 0.77825
357 1 1.5565 4.6695 1.5565
358 2 2.3347 5.4477 1.5565
359 1 2.3347 4.6695 2.3347
360 1 1.5565 5.4477 2.3347
361 1 1.5565 4.6695 3.113
362 1 2.3347 5.4477 3.113
363 2 2.3347 4.6695 3.8912
364 1 1.5565 5.4477 3.8912
365 1 1.5565 4.6695 4.6695
366 1 2.3347 5.4477 4.6695
367 2 2.3347 4.6695 5.4477
368 1 1.5565 5.4477 5.4477
369 2 1.5565 4.6695 6.226
370 2 2.3347 5.4477 6.226
371 1 2.3347 4.6695 7.0042
372 1 1.5565 5.4477 7.0042
373 2 1.5565 4.6695 7.7825
374 2 2.3347 5.4477 7.7825
375 2 2.3347 4.6695 8.5607
376 1 1.5565 5.4477 8.5607
377 2 1.5565 4.6695 9.339
378 1 2.3347 5.4477 9.339
379 1 2.3347 4.6695 10.117
380 2 1.5565 5.4477 10.117
381 2 1.5565 4.6695 10.895
382 1 2.3347 5.4477 10.895
383 2 2.3347 4.6695 11.674
384 2 1.5565 5.4477 11.674
385 2 1.5565 6.226 0
386 1 2.3347 7.0042 0
387 1 2.3347 6.226 0.77825
388 2 1.5565 7.0042 0.77825
389 2 1.5565 6.226 1.5565
390 2 2.3347 7.0042 1.5565
391 1 2.3347 6.226 2.3347
392 1 1.5565 7.0042 2.3347
393 1 1.5565 6.226 3.113
394 1 2.3347 7.0042 3.113
395 2 2.3347 6.226 3.8912
396 1 1.5565 7.0042 3.8912
397 2 1.5565 6.226 4.6695
398 1 2.3347 7.0042 4.6695
399 1 2.3347 6.226 5.4477
400 2 1.5565 7.0042 5.4477
401 2 1.5565 6.226 6.226
402 1 2.3347 7.0042 6.226
403 1 2.3347 6.226 7.0042
404 1 1.5565 7.0042 7.0042
405 1 1.5565 6.226 7.7825
406 2 2.3347 7.0042 7.7825
407 2 2.3347 6.226 8.5607
408 1 1.5565 7.0042 8.5607
409 1 1.5565 6.226 9.339
410 2 2.3347 7.0042 9.339
411 1 2.3347 6.226 10.117
412 2 1.5565 7.0042 10.117
413 1 1.5565 6.226 10.895
414 2 2.3347 7.0042 10.895
415 2 2.3347 6.226 11.674
416 2 1.5565 7.0042 11.674
417 2 1.5565 7.7825 0
418 1 2.3347 8.5607 0
419 2 2.3347 7.7825 0.77825
420 2 1.5565 8.5607 0.77825
421 1 1.5565 7.7825 1.5565
422 2 2.3347 8.5607 1.5565
423 1 2.3347 7.7825 2.3347
424 2 1.5565 8.5607 2.3347
425 2 1.5565 7.7825 3.113
426 2 2.3347 8.5607 3.113
427 1 2.3347 7.7825 3.8912
428 1 1.5565 8.5607 3.8912
429 1 1.5565 7.7825 4.6695
430 2 2.3347 8.5607 4.6695
431 2 2.3347 7.7825 5.4477
432 1 1.5565 8.5607 5.4477
433 1 1.5565 7.7825 6.226
434 1 2.3347 8.5607 6.226
435 2 2.3347 7.7825 7.0042
436 2 1.5565 8.5607 7.0042
437 2 1.5565 7.7825 7.7825
438 1 2.3347 8.5607 7.7825
439 2 2.3347 7.7825 8.5607
440 2 1.5565 8.5607 8.5607
441 2 1.5565 7.7825 9.339
442 2 2.3347 8.5607 9.339
443 1 2.3347 7.7825 10.117
444 1 1.5565 8.5607 10.117
445 1 1.5565 7.7825 10.895
446 2 2.3347 8.5607 10.895
447 2 2.3347 7.7825 11.674
448 1 1.5565 8.5607 11.674
449 1 1.5565 9.339 0
450 2 2.3347 10.117 0
451 2 2.3347 9.339 0.77825
452 1 1.5565 10.117 0.77825
453 2 1.5565 9.339 1.5565
454 2 2.3347 10.117 1.5565
455 2 2.3347 9.339 2.3347
456 2 1.5565 10.117 2.3347
457 1 1.5565 9.339 3.113
458 1 2.3347 10.117 3.113
459 1 2.3347 9.339 3.8912
460 1 1.5565 10.117 3.8912
461 1 1.5565 9.339 4.6695
462 2 2.3347 10.117 4.6695
463 1 2.3347 9.339 5.4477
464 2 1.5565 10.117 5.4477
465 2 1.5565 9.339 6.226
466 1 2.3347 10.117 6.226
467 1 2.3347 9.339 7.0042
468 2 1.5565 10.117 7.0042
469 1 1.5565 9.339 7.7825
470 1 2.3347 10.117 7.7825
471 1 2.3347 9.339 8.5607
472 1 1.5565 10.117 8.5607
473 1 1.5565 9.339 9.339
474 1 2.3347 10.117 9.339
475 2 2.3347 9.339 10.117
476 2 1.5565 10.117 10.117
477 2 1.5565 9.339 10.895
478 1 2.3347 10.117 10.895
479 1 2.3347 9.339 11.674
480 2 1.5565 10.117 11.674
481 1 1.5565 10.895 0
482 1 2.3347 11.674 0
483 2 2.3347 10.895 0.77825
484 1 1.5565 11.674 0.77825
485 2 1.5565 10.895 1.5565
486 1 2.3347 11.674 1.5565
487 1 2.3347 10.895 2.3347
488 1 1.5565 11.674 2.3347
489 1 1.5565 10.895 3.113
490 1 2.3347 11.674 3.113
491 1 2.3347 10.895 3.8912
492 1 1.5565 11.674 3.8912
493 2 1.5565 10.895 4.6695
494 2 2.3347 11.674 4.6695
495 2 2.3347 10.895 5.4477
496 2 1.5565 11.674 5.4477
497 2 1.5565 10.895 6.226
498 1 2.3347 11.674 6.226
499 1 2.3347 10.895 7.0042
500 1 1.5565 11.674 7.0042
501 1 1.5565 10.895 7.7825
502 2 2.3347 11.674 7.7825
503 1 2.3347 10.895 8.5607
504 1 1.5565 11.674 8.5607
505 2 1.5565 10.895 9.339
506 1 2.3347 11.674 9.339
507 2 2.3347 10.895 10.117
508 2 1.5565 11.674 10.117
509 2 1.5565 10.895 10.895
510 1 2.3347 11.674 10.895
511 1 2.3347 10.895 11.674
512 2 1.5565 11.674 11.674
513 1 3.113 0 0
514 2 3.8912 0.77825 0
515 1 3.8912 0 0.77825
516 1 3.113 0.77825 0.77825
517 1 3.113 0 1.5565
518 1 3.8912 0.77825 1.5565
519 1 3.8912 0 2.3347
520 1 3.113 0.77825 2.3347
521 2 3.113 0 3.113
522 1 3.8912 0.77825 3.113
523 2 3.8912 0 3.8912
524 2 3.113 0.77825 3.8912
525 1 3.113 0 4.6695
526 1 3.8912 0.77825 4.6695
527 1 3.8912 0 5.4477
528 2 3.113 0.77825 5.4477
529 1 3.113 0 6.226
530 2 3.8912 0.77825 6.226
531 1 3.8912 0 7.0042
532 2 3.113 0.77825 7.0042
533 2 3.113 0 7.7825
534 1 3.8912 0.77825 7.7825
535 2 3.8912 0 8.5607
536 1 3.113 0.77825 8.5607
537 2 3.113 0 9.339
538 1 3.8912 0.77825 9.339
539 2 3.8912 0 10.117
540 2 3.113 0.77825 10.117
541 1 3.113 0 10.895
542 2 3.8912 0.77825 10.895
543 2 3.8912 0 11.674
544 2 3.113 0.77825 11.674
545 2 3.113 1.5565 0
546 2 3.8912 2.3347 0
547 1 3.8912 1.5565 0.77825
548 1 3.113 2.3347 0.77825
549 2 3.113 1.5565 1.5565
550 2 3.8912 2.3347 1.5565
551 1 3.8912 1.5565 2.3347
552 2 3.113 2.3347 2.3347
553 2 3.113 1.5565 3.113
554 1 3.8912 2.3347 3.113
555 1 3.8912 1.5565 3.8912
556 1 3.113 2.3347 3.8912
557 1 3.113 1.5565 4.6695
558 2 3.8912 2.3347 4.6695
559 1 3.8912 1.5565 5.4477
560 1 3.113 2.3347 5.4477
561 2 3.113 1.5565 6.226
562 2 3.8912 2.3347 6.226
563 2 3.8912 1.5565 7.0042
564 1 3.113 2.3347 7.0042
565 1 3.113 1.5565 7.7825
566 1 3.8912 2.3347 7.7825
567 1 3.8912 1.5565 8.5607
568 1 3.113 2.3347 8.5607
569 2 3.113 1.5565 9.339
570 1 3.8912 2.3347 9.339
571 2 3.8912 1.5565 10.117
572 1 3.113 2.3347 10.117
573 1 3.113 1.5565 10.895
574 1 3.8912 2.3347 10.895
575 2 3.8912 1.5565 11.674
576 2 3.113 2.3347 11.674
577 2 3.113 3.113 0
578 1 3.8912 3.8912 0
579 2 3.8912 3.113 0.77825
580 1 3.113 3.8912 0.77825
581 1 3.113 3.113 1.5565
582 2 3.8912 3.8912 1.5565
583 2 3.8912 3.113 2.3347
584 2 3.113 3.8912 2.3347
585 2 3.113 3.113 3.113
586 1 3.8912 3.8912 3.113
587 2 3.8912 3.113 3.8912
588 1 3.113 3.8912 3.8912
589 1 3.113 3.113 4.6695
590 2 3.8912 3.8912 4.6695
591 1 3.8912 3.113 5.4477
592 2 3.113 3.8912 5.4477
593 1 3.113 3.113 6.226
594 1 3.8912 3.8912 6.226
595 1 3.8912 3.113 7.0042
596 1 3.113 3.8912 7.0042
597 2 3.113 3.113 7.7825
598 2 3.8912 3.8912 7.7825
599 1 3.8912 3.113 8.5607
600 1 3.113 3.8912 8.5607
601 2 3.113 3.113 9.339
602 2 3.8912 3.8912 9.339
603 1 3.8912 3.113 10.117
604 1 3.113 3.8912 10.117
605 2 3.113 3.113 10.895
606 2 3.8912 3.8912 10.895
607 1 3.8912 3.113 11.674
608 2 3.113 3.8912 11.674
609 2 3.113 4.6695 0
610 1 3.8912 5.4477 0
611 1 3.8912 4.6695 0.77825
612 1 3.113 5.4477 0.77825
613 2 3.113 4.6695 1.5565
614 1 3.8912 5.4477 1.5565
615 1 3.8912 4.6695 2.3347
616 1 3.113 5.4477 2.3347
617 2 3.113 4.6695 3.113
618 1 3.8912 5.4477 3.113
619 2 3.8912 4.6695 3.8912
620 1 3.113 5.4477 3.8912
621 1 3.113 4.6695 4.6695
622 2 3.8912 5.4477 4.6695
623 1 3.8912 4.6695 5.4477
624 2 3.113 5.4477 5.4477
625 2 3.113 4.6695 6.226
626 2 3.8912 5.4477 6.226
627 1 3.8912 4.6695 7.0042
628 2 3.113 5.4477 7.0042
629 2 3.113 4.6695 7.7825
630 1 3.8912 5.4477 7.7825
631 2 3.8912 4.6695 8.5607
632 2 3.113 5.4477 8.5607
633 2 3.113 4.6695 9.339
634 2 3.8912 5.4477 9.339
635 2 3.8912 4.6695 10.117
636 2 3.113 5.4477 10.117
637 1 3.113 4.6695 10.895
638 2 3.8912 5.4477 10.895
639 2 3.8912 4.6695 11.674
640 1 3.113 5.4477 11.674
641 1 3.113 6.226 0
642 2 3.8912 7.0042 0
643 1 3.8912 6.226 0.77825
644 2 3.113 7.0042 0.77825
645 2 3.113 6.226 1.5565
646 2 3.8912 7.0042 1.5565
647 1 3.8912 6.226 2.3347
648 2 3.113 7.0042 2.3347
649 1 3.113 6.226 3.113
650 2 3.8912 7.0042 3.113
651 2 3.8912 6.226 3.8912
652 1 3.113 7.0042 3.8912
653 2 3.113 6.226 4.6695
654 2 3.8912 7.0042 4.6695
655 2 3.8912 6.226 5.4477
656 2 3.113 7.0042 5.4477
657 1 3.113 6.226 6.226
658 1 3.8912 7.0042 6.226
659 1 3.8912 6.226 7.0042
660 2 3.113 7.0042 7.0042
661 1 3.113 6.226 7.7825
662 1 3.8912 7.0042 7.7825
663 1 3.8912 6.226 8.5607
664 1 3.113 7.0042 8.5607
665 2 3.113 6.226 9.339
666 1 3.8912 7.0042 9.339
667 2 3.8912 6.226 10.117
668 1 3.113 7.0042 10.117
669 1 3.113 6.226 10.895
670 1 3.8912 7.0042 10.895
671 1 3.8912 6.226 11.674
672 2 3.113 7.0042 11.674
673 1 3.113 7.7825 0
674 1 3.8912 8.5607 0
675 2 3.8912 7.7825 0.77825
676 1 3.113 8.5607 0.77825
677 2 3.113 7.7825 1.5565
678 2 3.8912 8.5607 1.5565
679 1 3.8912 7.7825 2.3347
680 2 3.113 8.5607 2.3347
681 2 3.113 7.7825 3.113
682 2 3.8912 8.5607 3.113
683 2 3.8912 7.7825 3.8912
684 2 3.113 8.5607 3.8912
685 2 3.113 7.7825 4.6695
686 1 3.8912 8.5607 4.6695
687 1 3.8912 7.7825 5.4477
688 2 3.113 8.5607 5.4477
689 1 3.113 7.7825 6.226
690 1 3.8912 8.5607 6.226
691 2 3.8912 7.7825 7.0042
692 2 3.113 8.5607 7.0042
693 2 3.113 7.7825 7.7825
694 1 3.8912 8.5607 7.7825
695 2 3.8912 7.7825 8.5607
696 1 3.113 8.5607 8.5607
697 1 3.113 7.7825 9.339
698 2 3.8912 8.5607 9.339
699 2 3.8912 7.7825 10.117
700 2 3.113 8.5607 10.117
701 2 3.113 7.7825 10.895
702 2 3.8912 8.5607 10.895
703 1 3.8912 7.7825 11.674
704 2 3.113 8.5607 11.674
705 1 3.113 9.339 0
706 1 3.8912 10.117 0
707 2 3.8912 9.339 0.77825
708 1 3.113 10.117 0.77825
709 1 3.113 9.339 1.5565
710 2 3.8912 10.117 1.5565
711 1 3.8912 9.339 2.3347
712 2 3.113 10.117 2.3347
713 1 3.113 9.339 3.113
714 2 3.8912 10.117 3.113
715 2 3.8912 9.339 3.8912
716 1 3.113 10.117 3.8912
717 2 3.113 9.339 4.6695
718 2 3.8912 10.117 4.6695
719 2 3.8912 9.339 5.4477
720 1 3.113 10.117 5.4477
721 1 3.113 9.339 6.226
722 1 3.8912 10.117 6.226
723 1 3.8912 9.339 7.0042
724 2 3.113 10.117 7.0042
725 1 3.113 9.339 7.7825
726 1 3.8912 10.117 7.7825
727 2 3.8912 9.339 8.5607
728 2 3.113 10.117 8.5607
729 2 3.113 9.339 9.339
730 2 3.8912 10.117 9.339
731 2 3.8912 9.339 10.117
732 1 3.113 10.117 10.117
733 1 3.113 9.339 10.895
734 1 3.8912 10.117 10.895
735 2 3.8912 9.339 11.674
736 1 3.113 10.117 11.674
737 2 3.113 10.895 0
738 1 3.8912 11.674 0
739 1 3.8912 10.895 0.77825
740 1 3.113 11.674 0.77825
741 2 3.113 10.895 1.5565
742 2 3.8912 11.674 1.5565
743 2 3.8912 10.895 2.3347
744 2 3.113 11.674 2.3347
745 2 3.113 10.895 3.113
746 2 3.8912 11.674 3.113
747 2 3.8912 10.895 3.8912
748 2 3.113 11.674 3.8912
749 1 3.113 10.895 4.6695
750 1 3.8912 11.674 4.6695
751 2 3.8912 10.895 5.4477
752 1 3.113 11.674 5.4477
753 1 3.113 10.895 6.226
754 2 3.8912 11.674 6.226
755 2 3.8912 10.895 7.0042
756 1 3.113 11.674 7.0042
757 1 3.113 10.895 7.7825
758 2 3.8912 11.674 7.7825
759 2 3.8912 10.895 8.5607
760 1 3.113 11.674 8.5607
761 2 3.113 10.895 9.339
762 1 3.8912 11.674 9.339
763 2 3.8912 10.895 10.117
764 1 3.113 11.674 10.117
765 1 3.113 10.895 10.895
766 2 3.8912 11.674 10.895
767 1 3.8912 10.895 11.674
768 1 3.113 11.674 11.674
769 1 4.6695 0 0
770 1 5.4477 0.77825 0
771 1 5.4477 0 0.77825
772 1 4.6695 0.77825 0.77825
773 1 4.6695 0 1.5565
774 1 5.4477 0.77825 1.5565
775 1 5.4477 0 2.3347
776 2 4.6695 0.77825 2.3347
777 2 4.6695 0 3.113
778 1 5.4477 0.77825 3.113
779 2 5.4477 0 3.8912
780 1 4.6695 0.77825 3.8912
781 1 4.6695 0 4.6695
782 1 5.4477 0.77825 4.6695
783 2 5.4477 0 5.4477
784 2 4.6695 0.77825 5.4477
785 2 4.6695 0 6.226
786 2 5.4477 0.77825 6.226
787 1 5.4477 0 7.0042
788 2 4.6695 0.77825 7.0042
789 1 4.6695 0 7.7825
790 2 5.4477 0.77825 7.7825
791 2 5.4477 0 8.5607
792 2 4.6695 0.77825 8.5607
793 2 4.6695 0 9.339
794 2 5.4477 0.77825 9.339
795 2 5.4477 0 10.117
796 1 4.6695 0.77825 10.117
797 2 4.6695 0 10.895
798 1 5.4477 0.77825 10.895
799 2 5.4477 0 11.674
800 2 4.6695 0.77825 11.674
801 1 4.6695 1.5565 0
802 2 5.4477 2.3347 0
803 2 5.4477 1.5565 0.77825
804 2 4.6695 2.3347 0.77825
805 1 4.6695 1.5565 1.5565
806 2 5.4477 2.3347 1.5565
807 2 5.4477 1.5565 2.3347
808 1 4.6695 2.3347 2.3347
809 1 4.6695 1.5565 3.113
810 2 5.4477 2.3347 3.113
811 2 5.4477 1.5565 3.8912
812 2 4.6695 2.3347 3.8912
